City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
313,luderitz,-26.6481,15.1594,22.510000000000048,51,98,5.02,NA,1713707320
314,urengoy,65.9667,78.3667,-8.5,96,100,2.74,RU,1713707321
315,nalut,30.3333,10.85,36.129999999999995,7,100,8.99,LY,1713707321
316,oriximina,-1.7656,-55.8661,26.230000000000018,90,100,1.75,BR,1713707321
317,yeed,4.55,43.0333,30.180000000000007,56,100,3.43,SO,1713707322
318,kharovsk,59.9642,40.1912,13.260000000000048,52,98,2.97,RU,1713707322
319,ust'-kut,56.7938,105.7672,1.910000000000025,88,100,2.24,RU,1713707323
320,kargasok,59.0556,80.8572,1.0900000000000318,100,100,4.92,RU,1713707323
321,adrar,20.5022,-10.0711,33.210000000000036,14,68,4.25,MR,1713707323
322,corn island,12.1694,-83.0418,27.370000000000005,73,73,0.75,NI,1713707323
323,solleftea,63.1667,17.2667,2.920000000000016,67,100,3.56,SE,1713707324
324,imbituba,-28.24,-48.6703,23.25,55,0,3.5,BR,1713707158
325,tamborine mountain,-27.9695,153.1994,16.04000000000002,93,89,0.45,AU,1713707325
326,remire-montjoly,4.9167,-52.2667,26.02000000000004,94,75,1.03,GF,1713707325
